idiom,meaning,response,similarity_score
Shell Game, A method of deception in which you conceal your actions by moving something frequently,Bait-and-switch.,0.5713917813753171
Shift Gears," Change the subject, or change what one is doing",Change direction or approach.,0.6712557370509462
Shipshape And Bristol Fashion," Tidy, clean",In good order; in perfect condition.,0.5866103274667628
Shit a Brick, Be extremely fearful.,To be utterly shocked or stunned.,0.5825866839971585
Shoot from the Hip, Talk or act without consideration,Speak one's mind without hesitation or filter.,0.6692282015800903
Shoot Off One�s Mouth, Talk without considering one’s words,Speak rashly.,0.5815715993499754
Shoot Oneself In The Foot, Do something that damages oneself or one’s own cause,To Sabotage One's Own Efforts.,0.7685697075279672
Short Fuse, A quick temper; a tendency to anger quickly,Quick temper.,0.8868711585466766
Shot Across the Bow, A warning of more serious actions to come,Warning shot.,0.6715416589622424
Shoulder A Weight Off Your Shoulders, You no longer worry about something or deal with something difficult,Relieve someone of their responsibilities.,0.5134766955571419
Show Me an X And I�ll Show You a Y, There is a consequence to X that you may not have thought of.,"""Actions speak louder than words.""",0.46802857321999636
Show One�s True Colors, Reveal one’s true nature,To reveal one's true nature or character.,0.9044949586494243
Show Your Cards, Reveal your resources or plans,Be honest.,0.3835707888098244
Sick and Tired of, Extremely annoyed by something that occurs repeatedly,Fed up with.,0.5591228525791745
Sick as a Dog, Extremely ill.,Feeling extremely unwell.,0.7656030049611479
Sick as a Parrot, Very disappointed,"""Feeling extremely ill""",0.43347042093771865
Sight for Sore Eyes, A sight that makes you happy,A welcome change.,0.518021692498773
Silver Bullet, Something simple that resolves a difficult problem,A magic solution.,0.6825173869158716
Simmer Down, Become less angry; regain one’s composure,"""Relax""",0.616762721906413
Sink or Swim, Fail or succeed,To be left to fend for oneself.,0.40015786582556295
Sing a Different Tune, Change your opinion,Change one's opinion or behavior.,0.8583744068388952
Sit On (Something), Delay revealing or acting on something,To be on top of.,0.4242730376124744
Sit Tight, Wait and do not go anywhere,Hang on.,0.5440105158441941
Sitting Duck, Something or someone easily attacked or criticized,"An easy one!

Translation: A person who is completely vulnerable to attack or criticism.",0.7626964631999252
Sitting Pretty, In a favorable situation,Having everything under control.,0.5282796783588475
Six Feet Under, Dead and buried,"""Dead and buried""",0.9360777705530757
Six Feet Under, Dead and buried,"""Dead and buried""",0.9360777705530757
"Six of One, a Half Dozen of the Other", The two choices have no significant differences.,A difference without a distinction.,0.6852806352662427
Six Ways to (from) Sunday, In every possible way,"A classic idiom!

The translation is: ""In every possible way""",0.8206542529217213
Slam Dunk, An effort that is certain to succeed,A sure thing.,0.6178135655286613
Sleep Like a Baby, To experience a very deep and restful sleep; to sleep soundly,Sleep soundly.,0.7824685457562378
Sleep with the Fishes," Dead, often by murder",To be at the bottom of something.,0.4277723534651224
Slip Someone a Mickey, Add a drug to an alcoholic drink in order to knock someone out,To secretly give someone a drink that has been spiked with an intoxicating substance.,0.7462099771580881
Slippery Slope," A series of undesirable effects that, one warns, could result from a certain action",A downward spiral of events that becomes increasingly difficult to control.,0.5641092380156769
Slower than Molasses, Exceptionally slow or sluggish; not fast at all.,Glacial pace.,0.6456401995329004
Small Beer," Unimportant, insignificant","""Small beer"" is an English idiom that translates to ""something of little importance"".",0.6310307171037326
Small Fry, People or organizations with little influence; children,Insignificant person.,0.5835811254651411
Small Potatoes," Unimportant, insignificant",Unimportant matters.,0.7988192739486006
Smell a Rat, Suspect deception,To suspect that something is not quite right.,0.6558835488871539
Smoking Gun, indisputable evidence of a crime,"A smoking gun is:

""A piece of evidence that proves someone's guilt beyond any doubt.""",0.6876220598678704
Snafu, A malfunction; a chaotic situation,A mess or complicated situation.,0.7870482196381219
Snake Oil, A useless medicine; a quack remedy; a product or measure promoted as a solution that really does nothing to help,A fake or worthless remedy.,0.812262833247112
Snake Oil, Medicine of unproven value; fraudulent medicine,A fake or worthless remedy.,0.6993206226378748
Sneak Peek, A sneak peek is an opportunity to view something in advance of its official opening or debut,A preview of something that hasn't been officially released yet.,0.7108179750715408
Soak Up the Sun, To enjoy the sun,Enjoy life to the fullest.,0.6134466541423288
Sold On (Something), Convinced of something,Convinced of its merits.,0.7476435505421875
Some Eggs, Achieving a major goal requires the ability to tolerate some problems,"""None of your business""",0.39719017109413
Someone�s Fingerprints Are All Over (Something), Someone’s influence is evident,"This idiom translates to:

""Every aspect of it is obvious; no attempt has been made to conceal one's involvement.""",0.5955316938817659
Something to Crow," About Something to be proud of, an accomplishment about which one is justified in bragging",A reason to brag.,0.7562289816607071
Son of a Gun, 1) A rogue. 2) An exclamation of surprise.,Exasperating person.,0.6005768314734827
Sore Point, A sensitive topic for a particular person,"A sensitive issue. 

Translation: A source of ongoing irritation or annoyance.",0.7133785151989396
Sour Grapes, Disparagement of something that has proven unattainable,To resentfully speak ill of someone else's good fortune.,0.54609176045438
Sour Grapes, Spiteful disparagment of a goal one has failed to achieve,To resentfully speak ill of someone else's good fortune.,0.6813217073228421
Spare The Rod And Spoil The Child, It is necessary to physically punish children in order to raise them right.,"The translation of this idiom is:

""Be lenient with children and they will become spoiled.""",0.6468080343273233
Speak of the Devil (and He Shall Appear), The person we have just been talking about has entered.,The devil is at your door.,0.5521259336088569
Speak with A Plum in (one�s) Mouth, To speak in a manner that is indicative of a high social class.,To have one's foot in one's mouth.,0.5568749681009393
Spick and Span, Clean and neat,Clean and tidy.,0.8775223069156225
Spill the Beans, Reveal a secret,To reveal a secret or surprise prematurely.,0.8445294966785022
Spin A Yarn, Tell a story,To talk at length in an entertaining but often untruthful way.,0.5549951344227493
Spin One�s Wheels, Engaging in activity that yields no progress; getting nowhere,To waste time or effort on something that is not productive.,0.6957209073583757
Spit into The Wind, Wasting time on something futile,To Waste One's Breath,0.6527167152917955
Spoiling for a Fight," Combative, wanting conflict, eager to argue or fight",Looking for trouble.,0.6138079992479302
Spoiling for a Fight," Combative, wanting conflict, eager to argue or fight",Looking for trouble.,0.6138079992479302
Square the Circle, Attempt an impossible task,"Impossible task.

(This idiom refers to a geometric problem that cannot be solved, as it involves simultaneously satisfying two contradictory conditions. In this case, ""squaring"" implies making something square in shape, while ""circling"" implies making something circular in shape.)",0.7217445618853604
Stab Someone in the Back, To betray (somebody),Betrayal from behind.,0.7633200113076809
Stalking Horse, Someone who tests a concept in advance of its application; a candidate who enters a political race in order to test the strength of the incumbent,"A stalking horse is a bidder in an auction who makes a preliminary bid to establish a minimum price for the item being sold. The term is often used in bankruptcy auctions where it refers to a company that submits a bid to purchase assets of another company, thereby setting a floor for other potential bidders.",0.6013020860353401
Stand (Someone) In Good Stead, Be useful in the future,"""Defend/Support them unconditionally.""",0.4342289314817872
Stand On One�s Own Two Feet, To be independent and self-sufficient,Be independent.,0.8156447039800725
Stand One�s Ground, Refuse to back down; insist on one’s position,To refuse to give in or back down.,0.8639344022342541
Start with a Clean Slate, To start (something) again with a fresh beginning; to work on a problem without thinking about what has been done before,A fresh beginning.,0.7375114862821532
Steal Someone�s Thunder, Upstage someone,To upstage someone.,0.9244931714194514
Stem the Tide," To stop or control the growth of something, usually something unpleasant.",To stop something from getting worse or to prevent it from happening.,0.7975499068702498
Step Up One�s Game, Work to advance to a higher level of a competition,Improve one's performance.,0.6332601849255812
Step Up to the Plate," Prepare to take action, be the person in a group who takes action",Take responsibility.,0.6031812810548974
Stick It to the Man, Do something that frustrates those in authority,To defy authority or challenge the establishment.,0.7054951356201301
Stick Your Nose into Something, Intrude into something that is not your affair,Interfere in someone else's business.,0.705188001024137
Sticker Shock, Surprise at the high price of something,Price sticker shock.,0.6154235387011467
Stick-in-the-Mud, A person who dislikes or adapts slowly to new ideas,A person who is stubbornly conventional and unwilling to take risks or try new things.,0.769876532171327
Sticky Wicket," A difficult, tricky situation",A delicate situation.,0.8055989671040343
Stiff-Necked, Stubborn; excessively formal,Stubborn.,0.7235684326266134
Storm in a Teacup," A commotion that dies down quickly, about something unimportant",A fuss over nothing.,0.777024196324424
Stormy Relationship, Relationship that has a lot arguments and disagreement,Turbulent Romance,0.6086298891308121
Stumbling Block," An obstacle, physical or abstract",Obstacle.,0.8143776706120156
Straight Arrow," An honest, trustworthy person","A straight arrow is someone who is honest and straightforward in their dealings. 

Translation: A truthful person.",0.7535557254933751
Strain at a Gnat and Swallow a Camel, To make a fuss over something unimportant while ignoring larger issues,To be overly concerned with small matters while ignoring major ones.,0.8211794020816919
Strike A Chord," Used to describe something that is familiar to you, reminds you of something or is connected to you somehow.",To resonate emotionally with someone.,0.6476751749790668
Sugar Daddy, A rich man who is generous with younger women in return for sexual favors,"A wealthy man who supports a younger person financially, often in exchange for romantic or sexual favors.",0.8845347721570295
Sure-Fire, Certain to occur,Certain to succeed.,0.6909799528604277
Swan Song, A final appearance,A final performance or achievement before retirement or decline.,0.6402655443866968
Swan Song, This expression is used to describe a final act before dying or ending something.,A final performance or achievement before retirement or decline.,0.7607335364869406
Sweep Under the Carpet, Attempt to temporarily conceal a problem or error,Conceal or hide something unpleasant.,0.7326584498043603
Sweep Under the Rug, Attempt to temporarily conceal a problem or error,Conceal or ignore a problem.,0.8323791113527601
Sweet Dreams!, Sleep well!,"""Sleep tight!""",0.695674434936904
Sweeten the Deal, Add something to an offer during a negotiation,Make it more attractive.,0.4813057676759122
Sweeten the Pot," Increase the amount of winnings potentially available in a game of chance, especially poker",To make an offer more attractive by adding something extra.,0.6345329221988192
Swim Against the Tide, Do something contrary to a trend or usual opinion,Go against the majority.,0.5630586421116178
Swim with Sharks, To take a major risk,Navigating treacherous waters.,0.5703090089363544
Swim with the Fishes," Have been killed, especially with involvement of organized crime","""Meet one's maker""",0.46501548140463234
Swing for the Fences, Attempt to achieve the largest accomplishment possible,To take bold risks in pursuit of something ambitious.,0.6402364302881405
Swing for the Fences, Attempt to achieve the largest accomplishment possible,Take bold risks.,0.4484089276145722
Sword of Damocles, Something that causes a feeling of constant threat.,A constant threat or danger hanging over one's head.,0.843983635648796
Take (Someone) to the Cleaners, 1) Swindle; 2) defeat badly,To thoroughly deceive or cheat someone.,0.6624358583194792
Take a Deep Dive (Into), Explore something extensively,To delve thoroughly into something.,0.8387091619351539
Take a Flyer, To take a rise; especially to make a speculative investment,To take a flyer means to fail or be unsuccessful.,0.4850563261415144
Take a Gander, Go to take a look at something,To take a look.,0.9012597259068768
Take a Hike, Go away,To leave; to go away.,0.8451781208711941
Take A Powder," To leave, especially in order to avoid a difficult situation",To leave suddenly.,0.7867517160227222
Take a Rain Check, Decline an invitation but suggest that you’ll accept it at a later time.,To postpone or delay an activity until another time.,0.602096344729349
Take Five (Ten), Take a short break of five (ten) minutes,A break or time off.,0.7165255627700471
Take Five, To take one brief (about five minutes) rest period,A break or time out.,0.6587221561092993
Take It Easy," 1) Relax, rest; 2) (as a command) Calm down!",Relax.,0.7667781957384117
Take It Easy, Don’t hurry; relax; don’t get angry,Relax.,0.7094623645093651
Take It Easy," When you relax, or do things at a comfortable pace, you take it easy.",Relax.,0.7847210747710354
Take It on The Chin, Be attacked; suffer an attack,To take it on the chin means to accept criticism or a difficult situation calmly and without complaint.,0.5518556326260369
Take It or Leave It (command), You must decide now whether you will accept this proposal,"This idiom translates to:

""Accept it as offered or reject it entirely.""",0.6404956790496825
Take Someone to Task, Reprimand someone strongly,To scold or criticize someone severely.,0.7725015926208508
Take Something with a Pinch (grain) of Salt," If you take what someone says with a pinch of salt, you do not completely believe it.",Be cautious in your judgment.,0.5705887975850985
Take the Cake, Be the most extreme instance,To have it all; to be completely successful.,0.415323729050088
Take the Edge Off (of Something), To slightly improve something negative,Mellow it out.,0.48791357841788713
Take the Fifth, Refuse to answer because answering might incriminate or cause problems for you,To invoke one's right to remain silent under oath.,0.5828590811427998
Take the Gloves Off, Negotiate in a more aggressive way,To fight dirty.,0.5741339412377982
Take the High Road, Refuse to descend to immoral activities or personal attacks,"To take the high road means to choose the more noble, moral, or virtuous path in a difficult situation.",0.5057414626469345
Take The Mickey (Piss) (Out Of Someone), Make fun of or ridicule someone,To mock or tease someone mercilessly.,0.7664734961382208
Take the Shine Off (Something), To do something that diminishes a positive event,Diminish someone's enthusiasm or interest.,0.7477583359894137
Take the Starch out of (Someone), Make someone less confident or less arrogant,To take the starch out of someone means to deflate their ego or pride.,0.6422649767394923
Take The Wind Out of Someone�s Sails," To reduce someone’s confidence, ofte by doing something unexpected",Dishearten someone.,0.5807932626071486
Take Your Life in Your Hands, Undergo extreme risk,To be at one's own mercy.,0.5027475562226428
Take Your Medicine," Accept something unpleasant, for example, punishment, without protesting or complaining","To ""take your medicine"" is an English idiom that translates to:

""Suffer the consequences of your actions.""",0.5841404991409133
Take Your Time," Don’t hurry, work at a relaxed pace",Don't rush.,0.7058130518716124
Taste of Your Own Medicine, The same unpleasant experience or treatment that one has given to others,Getting what's coming to you.,0.459552892486827
Teach an Old Dog New Tricks, To change someone’s long-established habits. Usually used in the negative; You can’t teach an old dog new tricks.,Someone who is experienced can still learn new things.,0.5841461207035807
Tear One�s Hair out, Be extremely worried or frustrated,To be at one's wit's end.,0.5050963410161
Tear-Jerker, A film or book that makes you cry,A film that makes you cry.,0.8957619064595994
Tee Many Martoonies," Too many martinis, scrambled to suggest drunkenness","A classic Scottish idiom!

The translation is:

""A million monkeys""",0.4754410081945195
Tell It to the Marines, I don’t believe you; you must think I’m gullible.,"To be honest with someone, no matter how difficult it may be.",0.5103670249302485
Tempest in a Teapot, A commotion about something unimportant,A storm in a teacup.,0.5174221858073299
Ten a Penny," Ordinary, inexpensive",A penny saved is ten pennies earned.,0.466055611163283
Ten to One, Something very likely,"""Long shot""",0.4418088679604488
Test the Waters, Experiment with something cautiously,To gauge public opinion or reaction before making a decision.,0.5712739272685052
Test the Waters, Try something out in a preliminary way,To gauge public opinion or reaction before making a decision.,0.5986194957169226
Tie the Knot, Get married,To get married.,0.9598158087807626
Tighten the Screws, Increase pressure on someone,To increase pressure or difficulty.,0.8368327496977372
Tight-Lipped," secretive, unwilling to explain something",Silent as a clam.,0.5141249192253701
Til the Cows Come Home, For a very long time,A long time.,0.9043807704669613
Time is Money," time is valuable, so don’t waste it.",Wasting time is wasting money.,0.7864555629864807
Tip of the Iceberg," A small, visible part of a much larger problem","The tip of the iceberg.

Translation: Only a small part of a much larger problem or situation.",0.7752288333273476
Tip One�s Hand, Reveal one’s advantages; reveal useful information that one possesses,Reveal one's strategy or intentions.,0.6950195102396518
TLC, Tender Loving Care,"""Love, care, and attention.""",0.6654740562155042
To be A Peach," Someone or something that is extremely good, impressive, or attractive","A lovely idiom!

The translation is:

""To be a perfect person""",0.5729126399022233
To be Smitten With Someone, To be completely captivated by someone and feel immense joy,To be utterly infatuated with someone.,0.7543416479434173
To be someone�s One and Only, To be unique to the other person,To be their sole love or priority.,0.5407268931125446
To be the Apple of Someone�s Eye, To be loved and treasured by someone,"The most concise and accurate translation is:

""To be the center of someone's attention and affection""",0.6221509412743254
To Bear Fruit, To develop in a profitable or positive way,To be productive and successful.,0.7210194046553593
To Bear Fruit, To develop in a profitable or positive way,To be productive and successful.,0.7210194046553593
To Carpool, To travel to the same place with a group of people in one car. e.g. work/school,Ride-share.,0.6399956192264104
To Each His Own, People have different tastes.,"""Live and let live.""",0.4134966647445017
To Get Cold Feet, To experience reluctance or fear,To have second thoughts.,0.6235012906460251
To Have a Chip on One�s Shoulder," To be combative, to be consistently argumentative",To bear a grudge.,0.5304037815324691
To Have Butterflies In Your Stomach, To be nervous,Nervous excitement.,0.8314120332198319
To Have One For the Road, To have one last (alcoholic) drink before you go home,Having one more drink before driving home.,0.8759970029199177
To Pay an Arm and a Leg, A very high cost,Expensive.,0.7575205889385727
To Pop (one�s) Cherry, To do something for the first time,To lose one's virginity.,0.5718066884814577
To Pull Someone�s Leg, Lie playfully,To tease or joke with someone in a playful way.,0.6510424580548158
To Run Hot and Cold, To be unable to make up one’s mind,"This idiom translates to:

""To be inconsistent""",0.6238481744256164
To the Letter, Exactly (said of instructions or procedures),Precisely as written.,0.7086532901337887
Toe the Line," Accept authority, follow the rules",To conform to expectations or rules; to behave in a way that is considered acceptable.,0.7033159419893311
Tone-Deaf," Not good at perceiving the impact of one’s words, insensitive",Lacking sensitivity or awareness in one's perceptions or emotions.,0.6847137816109392
Tongue-in-Cheek, Said ironically; not meant to be taken seriously,Sarcastically.,0.6520833437902163
Too Busy Fighting Alligators to Drain the Swamp, So occupied with multiple challenges that one can’t keep the big picture in mind,Stuck in the details.,0.593933810924713
Too Many Cooks Spoil the Broth, A project works best if there is input from a limited number of people,Excessive involvement can lead to chaos.,0.5021640100782002
Too Many Chiefs and Not Enough Indians," Everyone wants to be a leader, and no one wants to do the actual work","Overabundance of leaders, lack of followers.",0.6649508976042514
Too Many To Shake A Stick At, A large number,There are too many to count.,0.7337813209883118
Toot Your Own Horn, Brag; emphasize one’s own contributions,"""Boast about your own achievements.""",0.7565089915833811
Top Banana," The boss, the leader",Star of the show.,0.563198218170847
Toss a Wrench (Spanner) Into, Sabotage; cause a process to stop,Throw a monkey wrench into.,0.5036859416882289
Touch Base, Meet briefly with someone,To briefly meet or communicate with someone.,0.882665737971078
Touch One�s Heart," Affect someone emotionally, be touching",Moved to Tears,0.6179690374373293
Touch Water, Be launched. Said of a boat.,To have a taste of something.,0.5315345883866414
Tough Cookie, A very determined person,"A tough cookie is someone who is:

""Rough around the edges but has a soft center.""",0.6121792147309084
Tough Cookie, Someone who can endure hardship; especially; a strong negotiator,"A tough cookie is someone who is:

""Rough around the edges but has a soft center.""",0.6634504166011108
Tough Sledding, Difficult progress,Having a difficult time.,0.706860659549637
Turn a Blind Eye, (to) Choose not to notice something,To deliberately ignore or overlook something that is wrong or unacceptable.,0.7438078431391821
Turn on a Dime, Quickly reverse direction or position,To change direction quickly.,0.8187731355838394
Turn Someone Inside Out, To cause strong emotional turmoil; to completely change someone,To utterly humiliate or embarrass someone.,0.6350697971238451
Turn Something on Its Head," Reverse something, cause something to be done in a new way",To completely reverse or upset one's expectations.,0.7160672667521839
Turn Turtle," Capsize, turn over",To retreat in disarray.,0.4996349706773585
Turn the Corner, To begin to improve after a problem,To make a fresh start.,0.6367629563153805
Turn the Tables, Reverse a situation,"To reverse a situation, often to gain an advantage over someone who had previously held one.",0.8171181722774592
Turnabout Is Fair Play," If you suffer from the same suffering you have inflicted on others, that’s only fair",Retaliation is fair.,0.657555543874193
Twenty-Four Seven, At any time,Around-the-Clock.,0.6082004091369864
Twist the Knife (in Deeper), Make someone’s suffering worse,To add insult to injury.,0.5831036499412214
Twist the Knife (in Deeper), Make someone’s suffering worse,To add insult to injury.,0.5831036499412214
Two a Penny," Ordinary, inexpensive",Common as dirt.,0.47318510321650886
Two Peas in A Pod, Two people who are very similar in appearance,Similar people or things.,0.7571887492474167
Thank God It�s Friday (TGIF), Let’s be happy that the workweek is over!,"The idiomatic translation is:

""Finally, it's almost over.""",0.5376903544134678
That Ship Has Sailed, That opportunity has passed.,Lost opportunity; too late.,0.8188802486808642
That�s Music to My Ears, I am very happy to hear this.,A pleasant surprise.,0.6457001354267639
That�s a Stretch, What you are suggesting is very difficult to believe; I am very skeptical,"""That's a stretch"" translates to:

""That's an exaggeration""

or more colloquially:

""That's not true""",0.5163242082319859
That�s All She Wrote, That was the end of the story.,"The idiomatic expression ""That's all she wrote"" translates to:

""That was her last contribution/achievement.""

(Note: This phrase is often used humorously or ironically to indicate that someone has accomplished something significant, and it will be their final achievement.)",0.665253647470843
The Apple Never Falls Far From the Tree, Family characteristics are usually inherited,"Translation: ""Children often resemble their parents in character.""",0.6665154775282794
The Birds and the Bees, Human sexuality and reproduction,"""Sex education for children""",0.6365783720500195
The Cat Is Out of the Bag, The secret has been revealed.,A secret is out.,0.9160084803973314
The Coast Is Clear, We are unobserved; it is safe to proceed.,It's safe to proceed.,0.8449983888819687
The Cherry On the Cake, The final thing that makes something perfect,The cherry on top of the cake.,0.44002195508469516
The Deck Is (The Cards Are), Stacked Against You Unfavorable conditions exist.,"""Everything is predetermined.""",0.5305494006936045
The Jig Is Up, A secret illicit activity has been exposed; your trickery is finished,"The jig is up.

Translation: The deception or trick has been discovered.",0.7744063927510023
"The More Things Change, The More They Stay The Same"," Although something may seem superficially new, it has not altered the basic situation.","Despite significant changes, things remain essentially unchanged.",0.7675789474033556
The Only Game in Town, The sole option for a particular service.,"The best translation of this idiom is:

""The sole option available""",0.7751590749043967
The Powers That Be," People in charge, often used when the speaker does not want to identify them.",Those in authority.,0.7049137732617201
The Real McCoy, A genuine item,The genuine article.,0.6809898880115107
The Story Has Legs, People are continuing to pay attention to the story.,"This idiom translates to:

""It's gaining momentum""",0.4923643051024569
The Time is Ripe," If you say that the time is ripe, you mean that it is a suitable point for a particular activity","The translation of this idiom is:

""The moment is opportune.""",0.7073379497362203
The Walls Have Ears We, may be overheard; be careful what you say,"""Everyone has an ear to the ground.""",0.5575303801050672
The Walls Have Ears, We may be overheard; be careful what you say,"""Surveillance is widespread.""",0.506660279093379
The Whole Enchilada, All of something.,The whole shebang.,0.6201486929371878
The Whole Shebang," Everything, all the parts of something",Everything; the entire situation.,0.7544331503353431
The World Is Your Oyster, You have many opportunities and choices.,"""Opportunities are limitless.""",0.6768274224616211
There But For The Grace Of God Go I, I could easily have done what that person did.,"""Any of us could have been in that situation.""",0.7186877365110805
There�s More Than One Way to Skin a Cat, There’s more than one way of achieving a certain goal.,There are many ways to achieve a goal.,0.9388403705669729
There�s No Such Thing as a Free Lunch, Nothing is given to you without some expectation of something in return.,"Translation: ""Nothing in life is free.""",0.6183438892425673
Thin On The Ground," Rare, seldom encountered",Rare or scarce.,0.8207970160718117
Think Big, Consider ambitious plans; avoid becoming overly concerned with details,To have ambition and high aspirations.,0.6035636032861771
Think Outside the Box, Try to solve a problem in an original way; think creatively,Creative Solution,0.8098477354839564
Think Tank, A group of experts engaged in ongoing studies of a particular subject; a policy study group,A group of people who think critically and creatively to develop innovative solutions to complex problems.,0.6774862472111899
Think Tank, A group of experts engaged in ongoing studies of a particular subject; a policy study group,A group of people who think critically and creatively to develop innovative solutions to complex problems.,0.6774862472111899
Third Rail, A topic so sensitive that it is dangerous to raise. This is especially used in political contexts,"""Touching a raw nerve.""",0.5757919326955155
Third Time�s a Charm," Even if you fail at something twice, you may well succeed the third time.",A lucky third attempt is successful.,0.753319090574134
Thirty-Thousand-Foot View, A very broad or general perspective,A broad perspective.,0.9349857379026443
This Has (Person X) Written All Over It, [Person X] would really like or be well suited to this.,Written all over it.,0.36800855737531124
This Is Not Your Father�s ____, This item has been much updated from its earlier versions.,"This is an American advertising slogan that translates to:

""This is not your grandfather's [product/brand]""

(Note: ""Father"" and ""grandfather"" are used interchangeably in this context, with the same meaning)",0.5004130532959646
Three Sheets to the Wind, Very drunk,Drunk.,0.9098640127948128
Through the Grapevine, Via gossip,Rumors are circulating.,0.6566164221849806
Through Thick and Thin, In good times and bad,Through good times and bad.,0.9326328641402722
Throw a Wet Blanket on (Something), Discourage plans for something,Dampen someone's enthusiasm.,0.5967904887835735
Throw a Wrench Into, To sabotage; to cause to fail,Complicate a situation.,0.5939209742067145
Throw Caution to the Wind," To act in a daring way, without forethough",Take risks freely.,0.6674984784001761
Throw Down the Gauntlet, To issue a challenge,Challenge someone to a fight or competition.,0.7883924960821296
Throw Elbows, Be combative; be aggressive (physically or figuratively),To throw elbows means to fight aggressively.,0.7041248415947471
Throw in the Towel," To give up, admit defeat",To admit defeat or surrender.,0.9177263920731695
Throw Someone for a Loop, Deeply surprise someone; catch someone off guard,Surprise someone completely.,0.8679989590248791
Throw Someone Under the Bus, Sacrifice someone else’s interests for your own personal gain,To blame someone else for one's own mistakes.,0.6633150810639856
Throw the Baby Out with the Bath Water, Eliminate something good while discarding the bad parts of something,Discard something valuable in the process of getting rid of something unwanted.,0.7679599651798004
Throw the Baby Out with the Bath Water, To discard something valuable or important while disposing of something worthless,Discard something valuable in the process of getting rid of something unwanted.,0.8864642202379327
Throw The Book At, Prosecute legally as strongly as possible,To punish someone severely.,0.6161234169320892
Throw the Fight," Intentionally lose a contest, usually in collusion with gamblers",To intentionally lose a competition or contest.,0.8818724689447557
Throw the Game," Intentionally lose a contest, usually in collusion with gamblers",To intentionally lose or give up on something.,0.7629867040573342
Throw the Match," Intentionally lose a contest, usually in collusion with gamblers",To ignite a fire.,0.488293711675195
Thumbs-Up, Approval,Approval.,0.9855939877179979
Train Wreck, Anything that develops in a disastrous way,"A train wreck is equivalent to ""a disaster"" or ""a complete mess"".",0.6048256357351827
Trash Talk, Insults directed at one’s opponent in a sporting event or contest,Verbal sparring.,0.6019612480820546
Tread Water, Maintain a current situation without improvement or decline,Stay afloat.,0.5533860948142351
Trial Balloon, A test of someone’s or the public’s reaction,Test the waters.,0.6141713439813086
Trip the Light Fantastic, Dance well; do ballroom dancing,Dance with reckless abandon.,0.6495679533466583
U Turn," A complete change of opinion, direction, etc.",A 180-degree change in direction.,0.739275211618055
Ugly Duckling, An awkward child or young person who grows into a beautiful person,Outcast.,0.4591383023741001
Under (Below) the Radar," Not generally perceived, below popular consciousness","Out of sight, out of mind.",0.5650916602992597
Under Someone�s Spell," Fascinated, entranced by someone",Enchanted by someone.,0.7869617057144218
Under the Impression," Believing something, perhaps mistakenly",Under the illusion.,0.666367121821591
Under the Table, Without being officially recorded,Off the record.,0.7210938146845224
Under the Weather, Feeling ill,Feeling down.,0.6667810525337439
Under the Weather, Not feeling well,Feeling down.,0.7520960031228966
Under Wraps," Temporarily hidden, secret",Secretly.,0.7624871624828289
University of Life," Difficult real-life experience, as opposed to formal education",The School of Hard Knocks.,0.512941641800711
Until the Cows Come Home, For a long time,A long time; forever.,0.866864633801202
Until You�re Blue in the Face, For a long time with no results,"""Until you're sick of hearing it.""",0.47180113122310563
Up a Creek, In a very bad situation,In trouble.,0.7935520927925876
Up for Grabs, Available,Available to be won or obtained.,0.7115894814413188
Up for Grabs, Available for anyone,Available to be won or obtained.,0.6333434117849581
Up in Arms," Angry, protesting (usually said of a group)",Protesting vigorously.,0.7360154351224442
Up in the Air, Not yet decided,In limbo.,0.4806879075914846
Up to One�s Neck, Nearly overwhelmed,In over one's head.,0.5607102754792932
Up to Scratch, Meeting a basic standard of competence or quality,Good enough.,0.5226702346153247
Up to Snuff, Meeting a basic standard,Good enough.,0.510521229881667
Up the Ante, Raise the stakes; increase the importance of something under discussion,To increase the stakes.,0.7784703073941155
Up the Duff, Pregnant,Pregnant.,0.9784507172300931
Upset the Apple Cart," To disorganize or spoil something, especially an established arrangement or plan",To disrupt or upset someone's plans or arrangements.,0.8215811621163861
Use One�s Head," To think, to have common sense",Think clearly.,0.7517649245176479
Vale of Tears," The world in general, envisioned as a sad place; the tribulations of life",A Valley of Sorrow.,0.6467308504487481
Vicious Circle, A situation in which an attempt to solve a problem makes the original problem worse.,A self-perpetuating cycle of problems.,0.6702941324363076
Victory Lap, Visible public appearances after a victory or accomplishment,A celebratory lap around a track after winning a competition.,0.7005831478177517
Virgin Territory," Something that has never been explored, physically or intellectually",Untouched land.,0.5131563577111997
Vote with One�s Feet, To physically depart from something as a way of showing disapproval,"""Leave in protest""",0.7115600583742958
Waiting in the Wings," Ready to assume responsibilities but not yet active, ready to become a successor",Ready to take action at a moment's notice.,0.7387657703613216
Waka-Jumping, Change political parties (said of politicians themselves),"""Defection""

(In Japanese politics, ""waka-jumping"" refers to politicians who switch parties mid-term, often for personal gain.)",0.6548980069004672
Wake Up and Smell the Coffee, Stop deluding yourself,"""Get real""",0.536112993097791
Wake Up on the Wrong Side of the Bed, Be grumpy or ill-humored. Generally used in past tense,To be in a bad mood.,0.6649993889497858
Walk on Eggshells, To have to act very sensitively in order to avoid offending someone,Be extremely careful not to offend or upset someone.,0.8292717962402422
